Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,Crisis,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,X3SsnPorch,PoolArea,MoSold,YrSold,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,SalePrice,Reforma
1070,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,45,5,7,0,1,1,0,2,1,4,0,2,0,0,5,2007,60.0,9600.0,1949.0,2003,0.0,220.0,0.0,625.0,845.0,893.0,0.0,0.0,893.0,1985.0,576.0,0.0,0.0,0.0,0.0,0.0,135000,4
1071,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,5,1,0,1,0,3,1,6,0,1,0,0,6,2007,72.0,10152.0,1956.0,1956,120.0,586.0,0.0,462.0,1048.0,1048.0,0.0,0.0,1048.0,1956.0,286.0,0.0,20.0,0.0,,0.0,135000,51
1072,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,60,6,6,0,0,1,1,4,1,8,0,2,0,0,5,2009,78.0,11700.0,1968.0,1968,0.0,298.0,0.0,429.0,727.0,829.0,727.0,0.0,1556.0,1968.0,441.0,0.0,0.0,0.0,0.0,0.0,154000,41
1073,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,GasA,Fa,Y,FuseA,TA,Typ,TA,Detchd,Unf,TA,TA,P,,,,WD,Normal,No,50,5,3,1,1,1,0,4,1,7,1,1,0,0,8,2006,50.0,7585.0,1948.0,1950,0.0,0.0,0.0,810.0,810.0,1002.0,454.0,0.0,1456.0,1954.0,280.0,0.0,0.0,0.0,0.0,0.0,91500,56
1074,RL,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,MnPrv,,WD,Normal,Si,60,6,6,0,0,1,1,3,1,6,0,2,0,0,7,2009,75.0,7950.0,1977.0,1977,140.0,535.0,0.0,155.0,690.0,698.0,728.0,0.0,1426.0,1977.0,440.0,252.0,0.0,0.0,0.0,0.0,159500,32
1075,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,7,5,0,0,2,0,2,1,5,0,3,0,0,5,2007,74.0,8556.0,2006.0,2006,0.0,0.0,0.0,1240.0,1240.0,1240.0,0.0,0.0,1240.0,2006.0,826.0,140.0,93.0,0.0,0.0,0.0,194000,1
1076,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,CWD,Normal,No,70,7,6,0,0,1,1,3,1,6,2,1,0,0,7,2007,75.0,13125.0,1940.0,1984,0.0,410.0,0.0,390.0,800.0,960.0,780.0,0.0,1740.0,1940.0,240.0,0.0,0.0,0.0,0.0,0.0,219500,23
1077,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Min1,TA,Attchd,Unf,TA,TA,Y,,,Shed,WD,Normal,No,50,5,8,0,1,2,0,3,1,7,1,2,0,0,4,2006,60.0,10800.0,1936.0,1989,0.0,626.0,0.0,170.0,796.0,1096.0,370.0,0.0,1466.0,1950.0,566.0,,21.0,0.0,0.0,,170000,17
1078,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Abnorml,No,20,5,5,1,0,1,0,3,1,6,0,1,0,0,3,2006,,15870.0,1969.0,1969,0.0,75.0,,230.0,1096.0,1096.0,0.0,0.0,1096.0,1969.0,299.0,240.0,32.0,0.0,0.0,0.0,138800,37
1079,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,6,5,1,0,1,0,1,1,3,1,2,0,0,5,2006,37.0,4435.0,2004.0,2004,169.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,2004.0,420.0,140.0,0.0,0.0,0.0,0.0,155900,2
1080,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,5,0,0,1,0,3,1,5,0,1,0,0,4,2007,65.0,8775.0,1994.0,1994,0.0,495.0,0.0,495.0,990.0,990.0,0.0,0.0,990.0,1996.0,299.0,0.0,64.0,0.0,0.0,0.0,126000,13
1081,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,COD,Abnorml,Si,20,6,7,0,1,2,0,3,1,5,0,2,216,0,10,2008,80.0,11040.0,1971.0,2004,144.0,656.0,0.0,602.0,1258.0,1258.0,0.0,0.0,1258.0,1971.0,528.0,55.0,0.0,0.0,0.0,0.0,145000,4
1082,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,5,5,1,0,1,1,3,1,5,0,1,0,0,6,2010,75.0,7500.0,1963.0,1963,0.0,824.0,0.0,216.0,1040.0,1040.0,0.0,0.0,1040.0,1963.0,308.0,0.0,0.0,,0.0,0.0,133000,47
1083,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,7,5,0,0,2,0,3,1,6,1,2,0,0,9,2007,70.0,8749.0,2002.0,2002,100.0,0.0,0.0,1459.0,1459.0,1459.0,0.0,0.0,1459.0,2002.0,527.0,192.0,39.0,0.0,0.0,0.0,192000,5
1084,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,MnPrv,Shed,WD,Normal,No,20,6,6,1,0,1,0,3,1,6,2,1,0,0,3,2006,80.0,8800.0,1964.0,1964,,553.0,0.0,698.0,1251.0,1251.0,0.0,0.0,1251.0,1964.0,461.0,0.0,116.0,0.0,0.0,,160000,42
1085,RL,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,60,6,5,0,0,2,1,3,1,6,1,2,0,0,7,2006,,13031.0,1995.0,1996,0.0,592.0,0.0,99.0,691.0,691.0,807.0,0.0,1498.0,1995.0,409.0,315.0,44.0,0.0,0.0,0.0,187500,10
1086,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,85,6,6,1,0,1,0,2,1,5,0,2,0,0,4,2010,73.0,9069.0,1992.0,1992,0.0,747.0,0.0,189.0,936.0,996.0,0.0,0.0,996.0,1992.0,564.0,120.0,0.0,0.0,0.0,0.0,147000,18
1087,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,160,4,5,0,0,1,1,3,1,6,0,1,0,0,5,2010,,1974.0,1973.0,1973,0.0,334.0,0.0,212.0,546.0,546.0,546.0,0.0,1092.0,1973.0,286.0,120.0,96.0,0.0,0.0,0.0,83500,37
1088,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,8,5,0,0,2,1,3,1,9,1,3,0,0,5,2009,85.0,10574.0,2005.0,2006,0.0,0.0,0.0,1082.0,1082.0,1082.0,871.0,0.0,1953.0,2005.0,,160.0,50.0,0.0,0.0,0.0,252000,3
1089,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,160,7,5,0,0,2,0,3,1,7,0,2,0,0,4,2006,,2522.0,2004.0,2004,50.0,0.0,0.0,970.0,970.0,970.0,739.0,0.0,1709.0,2004.0,380.0,0.0,40.0,0.0,0.0,0.0,137500,2
1090,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,120,8,5,1,0,1,1,1,1,4,1,2,0,0,4,2006,37.0,3316.0,2005.0,2005,0.0,1039.0,0.0,208.0,1247.0,1247.0,0.0,0.0,1247.0,2005.0,550.0,0.0,84.0,0.0,0.0,0.0,197000,1
1091,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,,TA,TA,Slab,,,,,,Wall,Fa,N,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,90,3,4,0,0,2,0,2,2,6,0,2,0,0,6,2009,60.0,8544.0,1950.0,1950,0.0,0.0,0.0,0.0,,1040.0,0.0,0.0,1040.0,1987.0,400.0,0.0,0.0,0.0,0.0,0.0,92900,59
1092,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,160,7,5,1,0,2,1,2,1,4,0,2,0,0,3,2008,,2160.0,1999.0,2000,212.0,510.0,0.0,90.0,600.0,624.0,628.0,0.0,1252.0,1999.0,462.0,0.0,48.0,0.0,0.0,0.0,160000,8
1093,RL,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,50,6,5,0,0,2,0,4,1,7,1,2,0,0,6,2008,60.0,8400.0,1925.0,1950,0.0,423.0,0.0,758.0,1181.0,1390.0,304.0,0.0,1694.0,1925.0,576.0,342.0,0.0,,0.0,0.0,136500,58
1094,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,No,20,5,8,1,0,1,1,1,1,6,0,2,0,0,10,2006,71.0,9230.0,1965.0,1998,166.0,661.0,0.0,203.0,864.0,1200.0,0.0,0.0,1200.0,1977.0,884.0,0.0,64.0,0.0,0.0,0.0,146000,8
1095,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,5,7,1,0,1,0,2,1,4,0,1,0,0,5,2010,74.0,5868.0,1956.0,2000,0.0,248.0,,448.0,936.0,936.0,0.0,0.0,936.0,1956.0,308.0,0.0,0.0,,,0.0,129000,10
1096,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,6,5,0,0,2,0,3,1,6,1,2,0,0,3,2007,78.0,9317.0,2006.0,2006,0.0,24.0,0.0,1290.0,1314.0,1314.0,0.0,0.0,1314.0,2006.0,440.0,0.0,22.0,0.0,0.0,0.0,176432,1
1097,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,,,,,,Y,,,,WD,Normal,No,70,6,7,0,0,1,1,3,1,7,0,0,0,0,3,2007,60.0,6882.0,1914.0,2006,0.0,0.0,0.0,684.0,684.0,773.0,582.0,0.0,1355.0,,0.0,136.0,0.0,,0.0,0.0,127000,1
1098,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,8,5,0,0,1,1,2,1,5,0,2,0,0,10,2007,,3696.0,1986.0,1986,0.0,0.0,0.0,1074.0,1074.0,1088.0,0.0,0.0,1088.0,1987.0,461.0,0.0,74.0,,0.0,0.0,170000,21
1099,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,50,4,6,0,0,1,0,3,1,6,0,1,0,0,7,2009,50.0,6000.0,1936.0,1950,0.0,672.0,0.0,0.0,672.0,757.0,567.0,0.0,1324.0,1936.0,240.0,0.0,0.0,0.0,0.0,0.0,128000,59
1100,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,,,COD,Abnorml,Si,20,7,5,0,0,2,0,3,1,7,1,2,0,0,4,2009,82.0,11880.0,1978.0,1978,206.0,704.0,0.0,567.0,1271.0,1601.0,0.0,0.0,1601.0,1978.0,478.0,0.0,0.0,0.0,0.0,0.0,157000,31
1101,RL,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,Fa,Typ,,Detchd,Unf,TA,TA,N,,,,WD,Normal,Si,30,2,5,0,0,1,0,1,1,3,0,1,0,0,1,2009,60.0,8400.0,1920.0,1950,0.0,290.0,0.0,0.0,290.0,438.0,0.0,0.0,438.0,1930.0,246.0,0.0,0.0,0.0,0.0,0.0,60000,59
1102,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,5,0,0,1,0,3,1,5,0,1,0,0,7,2007,61.0,9758.0,1971.0,1971,0.0,412.0,,251.0,950.0,950.0,0.0,0.0,950.0,1981.0,280.0,0.0,0.0,0.0,0.0,0.0,119500,36
1103,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,RFn,TA,TA,Y,,MnWw,,WD,Family,No,20,5,7,0,0,1,0,2,1,6,0,1,0,0,4,2007,70.0,7000.0,1960.0,2002,45.0,588.0,0.0,422.0,1010.0,1134.0,0.0,0.0,1134.0,1960.0,254.0,0.0,16.0,0.0,0.0,0.0,135000,5
1104,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,No,20,6,6,0,1,1,0,3,1,6,1,2,0,0,7,2006,79.0,8910.0,1959.0,1959,0.0,655.0,0.0,0.0,655.0,1194.0,0.0,0.0,1194.0,1954.0,539.0,0.0,0.0,,0.0,0.0,159500,47
1105,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,160,5,5,0,0,2,1,3,1,6,0,2,0,0,4,2007,,2016.0,1970.0,1970,304.0,0.0,0.0,630.0,630.0,630.0,672.0,0.0,1302.0,1970.0,440.0,0.0,0.0,0.0,0.0,0.0,106000,37
1106,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,8,5,1,0,2,1,3,1,9,2,2,0,0,4,2010,98.0,12256.0,1994.0,1995,362.0,1032.0,0.0,431.0,1463.0,1500.0,1122.0,0.0,2622.0,1994.0,712.0,186.0,32.0,0.0,0.0,0.0,325000,15
1107,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,7,5,1,0,2,0,3,1,6,1,2,0,0,5,2007,,10357.0,1990.0,1991,0.0,738.0,0.0,172.0,910.0,1442.0,0.0,0.0,1442.0,1990.0,719.0,0.0,,0.0,0.0,0.0,179900,16
1108,RL,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,,,,New,Partial,No,60,7,5,0,0,2,1,3,1,9,1,2,0,0,9,2006,,,2006.0,2006,0.0,0.0,0.0,868.0,868.0,887.0,1134.0,0.0,2021.0,2006.0,422.0,0.0,100.0,0.0,0.0,0.0,274725,0
1109,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Abnorml,No,60,6,5,0,0,2,1,3,1,7,1,2,0,0,11,2007,,8063.0,2000.0,2000,0.0,0.0,0.0,924.0,924.0,948.0,742.0,0.0,1690.0,2000.0,463.0,100.0,48.0,0.0,0.0,0.0,181000,7
1110,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,8,5,1,0,2,0,3,1,7,1,3,0,0,3,2009,107.0,11362.0,2004.0,2005,42.0,1039.0,0.0,797.0,1836.0,1836.0,0.0,0.0,1836.0,2004.0,862.0,125.0,,0.0,0.0,0.0,280000,4
1111,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,6,5,1,0,2,1,3,1,8,1,2,0,0,6,2008,,8000.0,1995.0,1996,0.0,219.0,0.0,554.0,773.0,773.0,885.0,0.0,1658.0,1995.0,431.0,224.0,84.0,0.0,0.0,0.0,188000,12
1112,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,7,6,0,0,2,1,4,1,8,1,2,0,0,9,2008,80.0,10480.0,1976.0,1976,,403.0,0.0,400.0,803.0,1098.0,866.0,0.0,1964.0,1976.0,483.0,0.0,69.0,0.0,0.0,0.0,205000,32
1113,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,7,1,0,1,0,2,1,5,0,1,0,0,7,2006,73.0,7100.0,1957.0,1957,0.0,708.0,0.0,108.0,816.0,816.0,0.0,0.0,816.0,1957.0,308.0,0.0,0.0,0.0,0.0,0.0,129900,49
1114,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,7,1,0,1,0,2,1,6,0,1,0,0,5,2007,66.0,8923.0,1953.0,2006,0.0,643.0,0.0,365.0,1008.0,1008.0,0.0,0.0,1008.0,1953.0,240.0,0.0,18.0,0.0,0.0,0.0,134500,1
1115,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,No,20,5,7,0,0,1,0,2,1,4,0,1,0,0,8,2006,90.0,5400.0,1954.0,2000,0.0,415.0,0.0,418.0,833.0,833.0,0.0,0.0,833.0,1955.0,326.0,0.0,0.0,0.0,0.0,0.0,117000,6
